# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 29 05:01:23 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [percent]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [percent]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_occdep:      Occultation Depth [percentage]
# COLUMN pl_occdeperr1:  Occultation Depth Upper Unc. [percentage]
# COLUMN pl_occdeperr2:  Occultation Depth Lower Unc. [percentage]
# COLUMN pl_occdeplim:   Occultation Depth Limit Flag
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type Unc.
# COLUMN st_splim:       Spectral Type Limit Flag
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_vjerr:       V-band (Johnson) Unc. [mag]
# COLUMN st_vjlim:       V-band (Johnson) Limit Flag
#
loc_rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_pelink,st_sp,st_spstr,st_sperr,st_splim,st_vj,st_vjerr,st_vjlim
649,HD 5319,b,2,641.00000000,2.00000000,-2.00000000,0,1.670000,0.040000,-0.040000,0,0.020000,0.030000,-0.030000,0,,,,0,1.71000,0.26000,-0.26000,0,,,,0,,,,0,00h55m01.40s,13.755836,+00d47m22.4s,0.789553,114.00,11.00,-11.00,0,8.050,,0,V (Johnson),7.704,,0,4900.00,25.00,-25.00,0,1.44,0.31,-0.31,0,4.19,0.15,-0.15,0,2018-04-26,1.71000,0.26000,-0.26000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/hd_5319_b/,5.30,K3 IV,,0,8.050,,0
650,HD 5319,c,2,886.00000000,8.00000000,-8.00000000,0,2.071000,0.013000,-0.013000,0,0.150000,0.060000,-0.060000,0,,,,,1.15000,0.08000,-0.08000,0,,,,,,,,,00h55m01.40s,13.755836,+00d47m22.4s,0.789553,114.00,11.00,-11.00,0,8.050,,0,V (Johnson),7.704,,0,4900.00,25.00,-25.00,0,1.44,0.31,-0.31,0,4.19,0.15,-0.15,0,2014-12-03,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_5319_c/,5.30,K3 IV,,0,8.050,,0
651,HD 5583,b,1,139.35000000,0.21000000,-0.22000000,0,0.530000,0.020000,-0.020000,0,0.076000,0.070000,-0.023000,0,,,,,5.78000,0.53000,-0.53000,0,,,,,,,,,00h57m56.70s,14.486255,+34d59m08.0s,34.985561,221.00,14.00,-14.00,0,7.600,0.010,0,V (Johnson),7.243,,0,4830.00,45.00,-45.00,0,1.01,0.10,-0.10,0,9.09,1.50,-1.50,0,2016-02-04,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_5583_b/,,,,,7.600,0.010,0
652,HD 5608,b,1,792.59998000,7.70000000,-7.70000000,0,1.990000,0.040000,-0.040000,0,0.190000,0.060000,-0.060000,0,,,,0,1.65000,0.18000,-0.18000,0,,,,0,,,,0,00h58m14.22s,14.559246,+33d57m03.2s,33.950886,58.17,2.68,-2.95,0,5.980,0.010,0,V (Johnson),5.663,,0,4929.00,32.00,-32.00,0,1.98,0.26,-0.26,0,5.09,0.16,-0.16,0,2018-04-26,1.65000,0.18000,-0.18000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/hd_5608_b/,5.00,K0,,0,5.980,0.010,0
653,HD 564,b,1,492.30000000,2.30000000,-2.30000000,0,1.200000,0.020000,-0.020000,0,0.096000,0.067000,-0.067000,0,,,,,0.33000,0.03000,-0.03000,0,,,,,,,,,00h09m52.82s,2.470091,-50d16m04.2s,-50.267822,53.60,,,0,8.290,,0,V (Johnson),8.145,,0,5902.00,61.00,-61.00,0,0.96,0.05,-0.05,0,1.01,0.05,-0.05,0,2015-01-08,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_564_b/,4.25,G2/G3 V,,0,8.290,,0
654,HD 5891,b,1,177.11000000,0.32000000,-0.32000000,0,0.640000,0.040000,-0.040000,0,0.070000,0.020000,-0.020000,0,,,,0,7.63000,1.43000,-1.43000,0,,,,0,,,,0,01h00m33.19s,15.138300,+20d17m32.9s,20.292484,150.60,23.21,-33.56,0,8.250,,0,V (Johnson),7.727,,0,4673.00,123.00,-123.00,0,1.93,0.54,-0.54,0,10.64,0.99,-0.99,0,2018-04-26,7.63000,1.43000,-1.43000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/hd_5891_b/,4.50,G5,,0,8.250,,0
655,HD 59686 A,b,1,299.36000000,0.26000000,-0.31000000,0,1.086000,0.000600,-0.000700,0,0.050000,0.030000,-0.020000,0,,,,,6.92000,0.18000,-0.24000,0,,,,,,,,,07h31m48.40s,112.951653,+17d05m09.8s,17.086046,96.80,2.70,-2.60,0,5.442,0.009,0,V (Johnson),,,,4658.00,24.00,-24.00,0,1.90,0.20,-0.20,0,13.20,0.30,-0.30,0,2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_59686_a_b/,5.20,K2 III,,0,5.442,0.009,0
656,HD 60532,b,2,201.90000000,0.30000000,-0.30000000,0,0.770000,0.020000,-0.020000,0,0.260000,0.020000,-0.020000,0,,,,,1.06000,0.08000,-0.08000,0,,,,,,,,,07h34m03.18s,113.513252,-22d17m45.8s,-22.296066,25.30,0.17,-0.17,0,4.440,,0,V (Johnson),,,,6245.00,80.00,-80.00,0,1.50,0.09,-0.09,0,2.57,0.12,-0.12,0,2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_60532_b/,3.60,F6 IV,,0,4.440,,0
657,HD 60532,c,2,600.10000000,2.40000000,-2.40000000,0,1.600000,0.040000,-0.040000,0,0.030000,0.020000,-0.020000,0,,,,,2.51000,0.16000,-0.16000,0,,,,,,,,,07h34m03.18s,113.513252,-22d17m45.8s,-22.296066,25.30,0.17,-0.17,0,4.440,,0,V (Johnson),,,,6245.00,80.00,-80.00,0,1.50,0.09,-0.09,0,2.57,0.12,-0.12,0,2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_60532_c/,3.60,F6 IV,,0,4.440,,0
658,HD 62509,b,1,589.64000000,0.81000000,-0.81000000,0,1.640000,0.270000,-0.270000,0,0.020000,0.030000,-0.030000,0,,,,,2.30000,0.45000,-0.45000,0,,,,,,,,,07h45m18.95s,116.328957,+28d01m34.3s,28.026199,10.34,0.09,-0.09,0,1.140,,0,V (Johnson),,,,4946.00,18.00,-18.00,0,2.10,0.08,-0.08,0,8.31,0.09,-0.09,0,2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_62509_b/,5.00,K0 III,,0,1.140,,0
659,HD 63454,b,1,2.81805000,0.00007100,-0.00007100,0,0.040000,0.000000,0.000000,0,0.000000,,,0,,,,0,0.25000,0.01000,-0.01000,0,,,,0,,,,0,07h39m21.85s,114.841049,-78d16m44.3s,-78.278969,35.80,1.07,-1.14,0,9.370,,0,V (Johnson),8.973,,0,4812.00,28.00,-28.00,0,0.42,0.03,-0.03,0,0.77,0.01,-0.01,0,2018-04-26,0.25000,0.01000,-0.01000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/hd_63454_b/,5.40,K4 V,,0,9.370,,0
660,HD 63765,b,1,358.00000000,1.00000000,-1.00000000,0,0.940000,0.020000,-0.020000,0,0.240000,0.040000,-0.040000,0,,,,0,0.53000,0.03000,-0.03000,0,,,,0,,,,0,07h47m49.72s,116.957161,-54d15m50.9s,-54.264145,32.62,0.72,-0.75,0,8.100,,0,V (Johnson),7.862,,0,5449.00,11.00,-11.00,0,0.65,0.01,-0.01,0,0.83,0.01,-0.01,0,2018-04-26,0.53000,0.03000,-0.03000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/hd_63765_b/,4.90,G9 V,,0,8.100,,0
661,HD 6434,b,1,21.99800000,0.00900000,-0.00900000,0,0.140000,0.000000,0.000000,0,0.170000,0.030000,-0.030000,0,,,,0,0.49000,0.04000,-0.04000,0,,,,0,,,,0,01h04m40.15s,16.167295,-39d29m17.6s,-39.488216,40.32,1.40,-1.50,0,7.710,0.120,0,V (Johnson),7.528,,0,5769.00,14.00,-14.00,0,1.10,0.13,-0.13,0,1.12,0.01,-0.01,0,2018-04-26,0.49000,0.04000,-0.04000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/hd_6434_b/,4.25,G2/3 V,,0,7.710,0.120,0
662,HD 65216,b,2,613.09998000,11.00000000,-11.00000000,0,1.370000,0.030000,-0.030000,0,0.410000,0.060000,-0.060000,0,,,,0,1.18000,0.06000,-0.06000,0,,,,0,,,,0,07h53m41.32s,118.422173,-63d38m50.4s,-63.647324,35.59,0.85,-0.90,0,7.964,0.011,0,V (Johnson),7.750,,0,5645.00,20.00,-20.00,0,0.88,0.04,-0.04,0,0.88,0.01,-0.01,0,2018-04-26,1.18000,0.06000,-0.06000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/hd_65216_b/,4.50,G5 V,,0,7.964,0.011,0
663,HD 65216,c,2,152.60000000,0.60000000,-0.60000000,0,0.540000,0.010000,-0.010000,0,0.020000,0.100000,-0.100000,0,,,,,0.17000,0.03000,-0.03000,0,,,,,,,,,07h53m41.32s,118.422173,-63d38m50.4s,-63.647324,35.59,0.85,-0.90,0,7.964,0.011,0,V (Johnson),7.750,,0,5645.00,20.00,-20.00,0,0.88,0.04,-0.04,0,0.88,0.01,-0.01,0,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_65216_c/,4.50,G5 V,,0,7.964,0.011,0
664,HD 66141,b,1,480.50000000,0.50000000,-0.50000000,0,1.200000,0.100000,-0.100000,0,0.070000,0.030000,-0.030000,0,,,,,6.00000,0.30000,-0.30000,0,,,,,,,,,08h02m15.94s,120.566406,+02d20m04.5s,2.334571,80.06,5.82,-6.82,0,4.380,,0,V (Johnson),,,,4323.00,15.00,-15.00,0,1.10,0.10,-0.10,0,21.40,0.60,-0.60,0,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_66141_b/,5.20,K2 III,,0,4.380,,0
665,HD 66428,b,1,1973.00000000,31.00000000,-31.00000000,0,3.140000,0.070000,-0.070000,0,0.470000,0.030000,-0.030000,0,,,,0,2.64000,0.20000,-0.20000,0,,,,0,,,,0,08h03m28.67s,120.869438,-01d09m45.8s,-1.162709,55.04,3.52,-4.03,0,8.258,0.013,0,V (Johnson),8.054,,0,5716.00,20.00,-20.00,0,1.00,0.07,-0.07,0,1.13,0.02,-0.02,0,2018-04-26,2.64000,0.20000,-0.20000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/hd_66428_b/,4.80,G8 IV (+ G),,0,8.258,0.013,0
666,HD 67087,b,2,352.20000000,1.70000000,-1.60000000,0,1.080000,0.040000,-0.040000,0,0.170000,0.070000,-0.070000,0,,,,,3.06000,0.22000,-0.20000,0,,,,,,,,,08h07m39.76s,121.915649,+31d33m04.7s,31.551319,88.81,8.16,-10.00,0,8.050,,0,V (Johnson),7.909,,0,6330.00,47.00,-47.00,0,1.36,0.04,-0.04,0,1.55,0.32,-0.32,0,2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_67087_b/,3.80,F8 V,,0,8.050,,0
667,HD 67087,c,2,2374.00000000,193.00000000,-156.00000000,0,3.860000,0.430000,-0.370000,0,0.760000,0.170000,-0.240000,0,,,,,4.85000,10.00000,-3.61000,0,,,,,,,,,08h07m39.76s,121.915649,+31d33m04.7s,31.551319,88.81,8.16,-10.00,0,8.050,,0,V (Johnson),7.909,,0,6330.00,47.00,-47.00,0,1.36,0.04,-0.04,0,1.55,0.32,-0.32,0,2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_67087_c/,3.80,F8 V,,0,8.050,,0
668,HD 6718,b,1,2496.00000000,180.00000000,-180.00000000,0,3.550000,0.180000,-0.180000,0,0.100000,0.080000,-0.080000,0,,,,0,1.68000,0.24000,-0.24000,0,,,,0,,,,0,01h07m48.66s,16.952761,-08d14m01.3s,-8.233706,54.90,2.40,-2.20,0,8.450,,0,V (Johnson),8.238,,0,5801.00,41.00,-41.00,0,1.08,0.21,-0.21,0,0.95,0.02,-0.02,0,2018-04-26,1.68000,0.24000,-0.24000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/hd_6718_b/,4.50,G5 V,,0,8.450,,0
669,HD 68402,b,1,1103.00000000,33.00000000,-33.00000000,0,2.180000,0.090000,-0.090000,0,0.030000,0.060000,-0.060000,0,,,,,3.07000,0.35000,-0.35000,0,,,,,,,,,08h05m23.69s,121.348717,-74d24m37.5s,-74.410416,78.00,3.71,-3.71,0,9.110,,0,V (Johnson),,,,5950.00,100.00,-100.00,0,1.12,0.05,-0.05,0,1.02,0.05,-0.05,0,2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_68402_b/,4.50,G5 IV/V,,0,9.110,,0
670,HD 68988,b,1,6.27711000,0.00021000,-0.00021000,0,0.070000,0.000000,0.000000,0,0.120000,0.010000,-0.010000,0,,,,0,1.97000,0.10000,-0.10000,0,,,,0,,,,0,08h18m22.17s,124.592384,+61d27m38.6s,61.460724,58.82,3.14,-3.52,0,8.200,,0,V (Johnson),8.007,,0,5932.00,23.00,-23.00,0,1.28,0.09,-0.09,0,1.19,0.02,-0.02,0,2018-04-26,1.97000,0.10000,-0.10000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/hd_68988_b/,4.20,G2 V,,0,8.200,,0
671,HD 69830,b,3,8.66700000,0.00300000,-0.00300000,0,0.078500,,,0,0.100000,0.040000,-0.040000,0,,,,,0.03210,,,0,,,,,,,,,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,12.58,0.12,-0.12,0,6.000,,0,V (Johnson),,,,5385.00,20.00,-20.00,0,0.86,0.03,-0.03,0,,,,,2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_69830_b/,5.00,K0 V,,0,6.000,,0
672,HD 69830,c,3,31.56000000,0.04000000,-0.04000000,0,0.186000,,,0,0.130000,0.060000,-0.060000,0,,,,,0.03710,,,0,,,,,,,,,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,12.58,0.12,-0.12,0,6.000,,0,V (Johnson),,,,5385.00,20.00,-20.00,0,0.86,0.03,-0.03,0,,,,,2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_69830_c/,5.00,K0 V,,0,6.000,,0
673,HD 69830,d,3,197.00000000,3.00000000,-3.00000000,0,0.630000,,,0,0.070000,0.070000,-0.070000,0,,,,,0.05700,,,0,,,,,,,,,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,12.58,0.12,-0.12,0,6.000,,0,V (Johnson),,,,5385.00,20.00,-20.00,0,0.86,0.03,-0.03,0,,,,,2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_69830_d/,5.00,K0 V,,0,6.000,,0
674,HD 70573,b,1,851.80000000,11.60000000,-11.60000000,0,1.760000,0.050000,-0.050000,0,0.400000,0.100000,-0.100000,0,,,,,6.10000,0.40000,-0.40000,0,,,,,,,,,08h22m49.95s,125.708135,+01d51m33.6s,1.859323,45.70,,,0,11.424,0.106,0,V (Johnson),8.500,,0,5737.00,70.00,-70.00,0,1.00,0.10,-0.10,0,,,,,2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_70573_b/,4.12,G1-1.5 V,,0,11.424,0.106,0
675,HD 70642,b,1,2068.00000000,39.00000000,-39.00000000,0,3.180000,0.070000,-0.070000,0,0.030000,0.040000,-0.040000,0,,,,0,1.85000,0.09000,-0.09000,0,,,,0,,,,0,08h21m28.14s,125.367233,-39d42m19.5s,-39.705410,28.76,0.49,-0.50,0,7.180,,0,V (Johnson),6.953,,0,5665.00,10.00,-10.00,0,0.96,0.03,-0.03,0,1.02,0.01,-0.01,0,2018-04-26,1.85000,0.09000,-0.09000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/hd_70642_b/,4.50,G5,,0,7.180,,0
676,HD 7199,b,1,615.00000000,7.00000000,-7.00000000,0,1.360000,0.020000,-0.020000,0,0.190000,0.160000,-0.160000,0,,,,0,0.27000,0.03000,-0.03000,0,,,,0,,,,0,01h10m47.22s,17.696762,-66d11m17.4s,-66.188164,35.88,0.87,-0.91,0,8.027,0.011,0,V (Johnson),7.784,,0,5371.00,28.00,-28.00,0,0.77,0.09,-0.09,0,0.97,0.02,-0.02,0,2018-04-26,0.27000,0.03000,-0.03000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/hd_7199_b/,5.00,K0 IV/V,,0,8.027,0.011,0
677,HD 72659,b,1,3658.00000000,32.00000000,-32.00000000,0,4.750000,0.080000,-0.080000,0,0.220000,0.030000,-0.030000,0,,,,0,3.85000,0.23000,-0.23000,0,,,,0,,,,0,08h34m03.19s,128.513290,-01d34m05.6s,-1.568217,51.40,2.70,-2.70,0,7.460,,0,V (Johnson),7.278,,0,5932.00,19.00,-19.00,0,1.43,0.11,-0.11,0,1.46,0.02,-0.02,0,2018-04-26,3.85000,0.23000,-0.23000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/hd_72659_b/,4.20,G2 V,,0,7.460,,0
678,HD 72892,b,1,39.47500000,0.00400000,-0.00400000,0,0.228000,0.008000,-0.008000,0,0.423000,0.006000,-0.006000,0,,,,,5.45000,0.37000,-0.37000,0,,,,,,,,,08h34m52.60s,128.719147,-14d27m24.1s,-14.456694,72.78,4.40,-4.40,0,8.830,,0,V (Johnson),,,,5688.00,100.00,-100.00,0,1.02,0.05,-0.05,0,1.22,0.06,-0.06,0,2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_72892_b/,4.50,G5 V,,0,8.830,,0
679,HD 73256,b,1,2.54858000,0.00016000,-0.00016000,0,0.040000,0.000000,0.000000,0,0.030000,0.020000,-0.020000,0,,,,0,1.57000,0.07000,-0.07000,0,,,,0,,,,0,08h36m23.02s,129.095901,-30d02m15.5s,-30.037626,36.52,1.00,-1.06,0,8.080,,0,V (Johnson),7.804,,0,5460.00,26.00,-26.00,0,0.81,0.04,-0.04,0,0.93,0.01,-0.01,0,2018-04-26,1.57000,0.07000,-0.07000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/hd_73256_b/,4.90,G8/K0,,0,8.080,,0
680,HD 73267,b,1,1260.00000000,7.00000000,-7.00000000,0,2.198000,0.025000,-0.025000,0,0.256000,0.009000,-0.009000,0,,,,,3.06000,0.07000,-0.07000,0,,,,,,,,,08h36m17.78s,129.074066,-34d27m35.9s,-34.459980,54.91,3.00,-3.00,0,8.900,,0,V (Johnson),8.616,,0,5317.00,34.00,-34.00,0,0.89,0.03,-0.03,0,1.04,,,0,2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_73267_b/,4.50,G5 V,,0,8.900,,0
681,HD 73526,b,2,188.30000000,0.90000000,-0.90000000,0,0.650000,0.010000,-0.010000,0,0.190000,0.050000,-0.050000,0,,,,0,3.08000,0.31000,-0.31000,0,,,,0,,,,0,08h37m16.48s,129.318680,-41d19m08.8s,-41.319103,94.61,8.25,-9.99,0,8.971,0.016,0,V (Johnson),8.741,,0,5601.00,24.00,-24.00,0,1.14,0.15,-0.15,0,1.53,0.03,-0.03,0,2018-04-26,3.08000,0.31000,-0.31000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/hd_73526_b/,4.60,G6 V,,0,8.971,0.016,0
682,HD 73526,c,2,379.10000000,0.50000000,-0.50000000,0,1.030000,0.020000,-0.020000,0,0.280000,0.050000,-0.050000,0,,,,,2.25000,0.13000,-0.13000,0,,,,,,,,,08h37m16.48s,129.318680,-41d19m08.8s,-41.319103,94.61,8.25,-9.99,0,8.971,0.016,0,V (Johnson),8.741,,0,5601.00,24.00,-24.00,0,1.14,0.15,-0.15,0,1.53,0.03,-0.03,0,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/hd_73526_c/,4.60,G6 V,,0,8.971,0.016,0
683,HD 73534,b,1,1770.00000000,40.00000000,-40.00000000,0,3.020000,0.080000,-0.080000,0,0.070000,0.070000,-0.070000,0,,,,0,1.20000,0.10000,-0.10000,0,,,,0,,,,0,08h39m15.80s,129.815842,+12d57m37.4s,12.960376,81.00,4.90,-4.90,0,8.230,,0,V (Johnson),7.888,,0,4973.00,14.00,-14.00,0,1.40,0.09,-0.09,0,2.63,0.07,-0.07,0,2018-04-26,1.20000,0.10000,-0.10000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/hd_73534_b/,4.50,G5 IV,,0,8.230,,0
